GeneName,Comparison,count,dS_median,dS_mean,dS_SD,dN_median,dN_mean,dN_SD
24463at155619,T. fuscoviolaceum,820,0.0461,0.044306341,0.036441905,0,0,0
24467at155619,between,5658,0.2839,0.288160428,0.031264929,0.0035,0.004441181,0.004080312
24467at155619,T. abietinum,9453,0.091,0.08436343,0.048988753,0.0018,0.002351359,0.002488199
24467at155619,T. fuscoviolaceum,820,0.0204,0.034671951,0.032806002,0.0018,0.003562683,0.005399853
24750at155619,between,5658,0.2445,0.245457087,0.014435477,0.0086,0.009724744,0.003633069
24750at155619,T. abietinum,9453,0.069,0.067938898,0.031905687,0,0.000794996,0.001221792
24750at155619,T. fuscoviolaceum,820,0.0114,0.031803049,0.032506268,0,0.001829268,0.005419327
24753at155619,between,5658,0.3143,0.313592365,0.0238443,0.0057,0.006021987,0.001935634
24753at155619,T. abietinum,9453,0.1201,0.097877065,0.056421432,0,0.000892246,0.002357469
24753at155619,T. fuscoviolaceum,820,0.01,0.059874146,0.065241243,0,0.001608415,0.00189186
24909at155619,between,5658,0.4613,0.455692754,0.035094589,0.0151,0.015463132,0.002189912
24909at155619,T. abietinum,9453,0.1325,0.128433926,0.062829112,0.0017,0.001960055,0.002314926
24909at155619,T. fuscoviolaceum,820,0.0787,0.083015,0.049836571,0.0033,0.003100976,0.001808304
25014at155619,between,5658,0.4455,0.449779586,0.037923138,0.0965,0.095371032,0.009350609
25014at155619,T. abietinum,9453,0.0825,0.079274463,0.046653166,0.0055,0.007800201,0.009022258
25014at155619,T. fuscoviolaceum,820,0.0064,0.010439756,0.023611417,0,0.006214634,0.021159059
25044at155619,between,5658,0.46205,0.508000619,0.314778006,0.0097,0.023642241,0.077637002
25044at155619,T. abietinum,9453,0.1415,0.168493811,0.291183438,0.0042,0.012313403,0.053467981
25044at155619,T. fuscoviolaceum,820,0.06225,0.143871585,0.400218258,0.0014,0.023622439,0.098438602
25069at155619,between,5658,0.4441,0.445335525,0.01935831,0.026,0.02625,0.002053292
25069at155619,T. abietinum,9453,0.0511,0.070491685,0.047106874,0.0065,0.007092701,0.005095323
25069at155619,T. fuscoviolaceum,820,0.015,0.045178415,0.045392753,9.00E-04,0.002203659,0.002487431
25171at155619,between,5658,0.3351,0.335581654,0.012747016,0.0679,0.067364033,0.005066905
25171at155619,T. abietinum,9453,0.0807,0.07811116,0.030245791,0.0153,0.015388099,0.006466388
25171at155619,T. fuscoviolaceum,820,0.0065,0.012105732,0.010430623,0.0034,0.00603939,0.005414704
25191at155619,between,5658,0.2673,0.270847738,0.015632534,0.0515,0.051904259,0.005829707
25191at155619,T. abietinum,9453,0.05,0.0614446,0.0430521,0.0089,0.010268655,0.006059588
25191at155619,T. fuscoviolaceum,820,0.1063,0.081332439,0.070628355,0.0088,0.012140122,0.010742003
25214at155619,between,5658,0.5301,0.527308908,0.036025018,0.0174,0.018898091,0.003190853
25214at155619,T. abietinum,9453,0.1358,0.122944388,0.068369988,0.0069,0.007179668,0.004705603
25214at155619,T. fuscoviolaceum,820,0.0194,0.050766341,0.05136403,0.0017,0.001648537,0.001441487
25342at155619,between,5658,0.2801,0.28229749,0.02712015,0.0259,0.02792059,0.022145565
25342at155619,T. abietinum,9453,0.0673,0.078380599,0.057441172,0.0084,0.012473998,0.030740878
25342at155619,T. fuscoviolaceum,820,0.0303,0.06098439,0.061360215,0.0041,0.006679512,0.006162926
25353at155619,between,5658,0.3295,0.331714069,0.023809297,0.035,0.03506041,0.002231715
25353at155619,T. abietinum,9453,0.0659,0.095791093,0.065805297,0.0049,0.005144716,0.003020849
25353at155619,T. fuscoviolaceum,820,0.035,0.037972195,0.023709713,0.0016,0.001556585,0.001672931
25597at155619,between,5658,0.308,0.310472446,0.015583698,0.0348,0.035472499,0.004095509
25597at155619,T. abietinum,9453,0.0896,0.083432392,0.041963522,0.0098,0.009544621,0.005869641
25597at155619,T. fuscoviolaceum,820,0.0136,0.022157683,0.021573729,0.0022,0.003017805,0.003204168
25684at155619,between,5658,0.2342,0.230148763,0.021799583,0.0075,0.008447702,0.001643255
25684at155619,T. abietinum,9453,0.0507,0.052632445,0.026042433,0.003,0.003404295,0.002414012
25684at155619,T. fuscoviolaceum,820,0.0165,0.023673659,0.019211605,0,0.000365854,0.000685845
25698at155619,between,5658,0.57675,0.579693973,0.075818526,0.0071,0.00725714,0.000664403
25698at155619,T. abietinum,9453,0.1041,0.099301777,0.037620236,0,0.000337649,0.001006282
25698at155619,T. fuscoviolaceum,820,0.0999,0.09257622,0.060361065,0,0,0
25702at155619,between,5658,0.1991,0.198099258,0.017121396,0.0251,0.025387133,0.003800449
25702at155619,T. abietinum,9453,0.0457,0.040100487,0.024678648,0.0071,0.00712413,0.005059185
25702at155619,T. fuscoviolaceum,820,0.0123,0.020726341,0.017610715,0.0018,0.001867805,0.002159125
25725at155619,between,5658,0.3833,0.381165235,0.031323474,0.0398,0.039974549,0.002680413
25725at155619,T. abietinum,9453,0.0665,0.072038633,0.038185747,0.0087,0.009637766,0.005552597
25725at155619,T. fuscoviolaceum,820,0.0216,0.099147683,0.105624068,0.0037,0.005163902,0.004065539
25743at155619,between,5658,0.3284,0.337742948,0.039519642,0.0173,0.01773549,0.002056009
25743at155619,T. abietinum,9453,0.0987,0.08937423,0.048244582,0.0014,0.002482556,0.002173376
25743at155619,T. fuscoviolaceum,820,0.1259,0.12342061,0.080632404,0.0083,0.006821463,0.004485209
25820at155619,between,5658,0.3954,0.400117055,0.029699827,0.0447,0.044779145,0.001985031
25820at155619,T. abietinum,9453,0.0843,0.076930403,0.043182875,0.009,0.007554618,0.004692169
25820at155619,T. fuscoviolaceum,820,0.0223,0.03043061,0.024827,0.002,0.0023,0.001621061
2586at155619,between,5658,0.319,0.3205386,0.010688916,0.017,0.017156557,0.001051364
2586at155619,T. abietinum,9453,0.074,0.078975299,0.052087149,0.0045,0.004552089,0.002444095
2586at155619,T. fuscoviolaceum,820,0.0447,0.042455976,0.032879159,0.0039,0.003706341,0.003100689
25990at155619,between,5658,0.3953,0.400801025,0.045933598,0.0656,0.065932998,0.005665586
25990at155619,T. abietinum,9453,0.12,0.129180874,0.054331644,0.019,0.019387866,0.008720197
25990at155619,T. fuscoviolaceum,820,0.0878,0.101914512,0.061960866,0.0213,0.021155244,0.010678011
26060at155619,between,5658,0.3657,0.36294696,0.026845744,0.0222,0.022430629,0.003561794
26060at155619,T. abietinum,9453,0.1224,0.106712641,0.049168086,0.0036,0.005285581,0.00517895
26060at155619,T. fuscoviolaceum,820,0.0659,0.074233293,0.061487036,0.0046,0.004852805,0.003458101
26133at155619,between,5658,0.3148,0.321403747,0.027834146,0.0084,0.008976529,0.001941224
26133at155619,T. abietinum,9453,0.0958,0.087506485,0.048249311,0.0033,0.002558976,0.001714128
26133at155619,T. fuscoviolaceum,820,0.0405,0.041056098,0.024318675,0.0017,0.002369756,0.002213349
26193at155619,between,5658,0.4315,0.43528989,0.023135577,0.076,0.076013362,0.003357954
26193at155619,T. abietinum,9453,0.0465,0.053141489,0.036299467,0.0097,0.010912324,0.0079657
26193at155619,T. fuscoviolaceum,820,0.0451,0.07215878,0.050990064,0.0046,0.006144512,0.003803521
26200at155619,between,5658,0.2347,0.239770484,0.031534353,0.0052,0.005197473,0.001952294
26200at155619,T. abietinum,9453,0.0795,0.070214926,0.05547288,0.0017,0.00302596,0.003129844
26200at155619,T. fuscoviolaceum,820,0.0951,0.071899756,0.058325353,0,0.000683902,0.000970523
26343at155619,between,5658,0.4206,0.418855992,0.03447319,0.0497,0.048973895,0.004279602
26343at155619,T. abietinum,9453,0.083,0.084444145,0.05423589,0.0096,0.010736644,0.007094815
26343at155619,T. fuscoviolaceum,820,0.0878,0.098335122,0.06378283,0.0114,0.011073293,0.00687685
26356at155619,between,5658,0.3278,0.326685384,0.028549401,0.0308,0.031278066,0.002242387
26356at155619,T. abietinum,9453,0.1137,0.117302423,0.043695995,0.007,0.006771649,0.002781032
26356at155619,T. fuscoviolaceum,820,0.0639,0.061640732,0.045326666,0.0035,0.003332805,0.002189415
26418at155619,between,5658,0.22,0.220033068,0.019079128,0.018,0.018393425,0.002030503
26418at155619,T. abietinum,9453,0.061,0.073561092,0.043561846,0.0028,0.004561695,0.004246303
26418at155619,T. fuscoviolaceum,820,0.0215,0.037986829,0.029560073,0.0027,0.00342061,0.002506714
26421at155619,between,5658,0.3272,0.323323666,0.012019648,0.0505,0.052324779,0.007510943
26421at155619,T. abietinum,9453,0.0348,0.040043298,0.033861239,0.0058,0.007877986,0.007978814
26421at155619,T. fuscoviolaceum,820,0.011,0.009481951,0.006337074,0.0059,0.008737683,0.007393454
26433at155619,between,5658,0.4211,0.422594698,0.021266212,0.0428,0.04397234,0.004399131
26433at155619,T. abietinum,9453,0.049,0.051551021,0.033617141,0.0096,0.009422321,0.006911019
26433at155619,T. fuscoviolaceum,820,0.0954,0.066539756,0.047277286,0.0161,0.01172622,0.008463729
26434at155619,between,5658,0.35045,0.352954348,0.022832212,0.0245,0.025573807,0.002647017
26434at155619,T. abietinum,9453,0.0858,0.088814852,0.04258177,0.0067,0.006213096,0.003671123
26434at155619,T. fuscoviolaceum,820,0.0117,0.067197317,0.075835993,0.0017,0.003795244,0.00414225
26520at155619,between,5658,0.2488,0.248723842,0.015648801,0.03,0.031372641,0.004677451
26520at155619,T. abietinum,9453,0.0362,0.047349445,0.036468648,0.006,0.005173924,0.005310528
26520at155619,T. fuscoviolaceum,820,0.02915,0.070307927,0.062152917,0.0048,0.009213902,0.009843674
26587at155619,between,5658,0.3006,0.3016266,0.018813426,0.0487,0.048261824,0.003424628
26587at155619,T. abietinum,9453,0.0627,0.059140167,0.042826657,0.0119,0.011872273,0.008738825
26587at155619,T. fuscoviolaceum,820,0.0509,0.050703171,0.030833455,0.0118,0.011412683,0.006553308
26642at155619,between,5658,0.3111,0.30143906,0.038643145,0.064,0.053030011,0.023079521
26642at155619,T. abietinum,9453,0.0642,0.069621602,0.040576763,0.0083,0.025156606,0.02517045
26642at155619,T. fuscoviolaceum,820,0.0198,0.021411098,0.015284561,0.0016,0.00214061,0.001745197
26817at155619,between,5658,0.4195,0.418594804,0.037830115,0.0131,0.012092135,0.002629822
26817at155619,T. abietinum,9453,0.1105,0.108577319,0.073761798,0.0022,0.003167439,0.002651252
26817at155619,T. fuscoviolaceum,820,0.1364,0.124468659,0.060171816,0.0022,0.003105854,0.00311937
26857at155619,between,5658,0.2713,0.273228402,0.012366829,0.0458,0.046008218,0.003752346
26857at155619,T. abietinum,9453,0.061,0.057207955,0.037815372,0.0101,0.01091279,0.008117915
26857at155619,T. fuscoviolaceum,820,0.0125,0.029662683,0.039301309,0.0013,0.005702683,0.009186657
26864at155619,between,5658,0.3239,0.323667144,0.032659838,0.093,0.08181391,0.016937645
26864at155619,T. abietinum,9453,0.0845,0.087669258,0.045317976,0.0428,0.039736443,0.026300609
26864at155619,T. fuscoviolaceum,820,0.0116,0.050170732,0.055884185,0.0022,0.012635244,0.014188607
26869at155619,between,5658,0.4552,0.45683853,0.031942992,0.0377,0.038025345,0.002620981
26869at155619,T. abietinum,9453,0.1452,0.126581466,0.072089732,0.0101,0.010090617,0.006441774
26869at155619,T. fuscoviolaceum,820,0.1207,0.082521951,0.057935947,0.0058,0.005364756,0.004140295
26953at155619,between,5658,0.3478,0.346431212,0.014416133,0.0311,0.030179869,0.003712429
26953at155619,T. abietinum,9453,0.0861,0.075609119,0.035239173,0.0064,0.005645076,0.00338907
26953at155619,T. fuscoviolaceum,820,0.0301,0.052107439,0.042323304,0.0081,0.007680732,0.004292131
27086at155619,between,5658,0.4198,0.419650212,0.043330246,0.0386,0.03888374,0.003005522
27086at155619,T. abietinum,9453,0.0757,0.064879382,0.046866916,0.0067,0.006607098,0.004240812
27086at155619,T. fuscoviolaceum,820,0.1147,0.09976561,0.073535161,0.0027,0.003977927,0.002569871
27157at155619,between,5658,0.3864,0.385234323,0.018277096,0.0376,0.038494221,0.002411794
27157at155619,T. abietinum,9453,0.0688,0.065750259,0.038854666,0.0024,0.005639395,0.005879187
27157at155619,T. fuscoviolaceum,820,0.0029,0.014409024,0.015631283,0.0012,0.00150439,0.001510252
27179at155619,between,5658,0.4891,0.4844772,0.020654516,0.0863,0.086013786,0.003326761
27179at155619,T. abietinum,9453,0.1778,0.138524193,0.079893282,0.0284,0.022332233,0.012576028
27179at155619,T. fuscoviolaceum,820,0.0173,0.042517439,0.040264273,0.0048,0.007741707,0.00619049
27207at155619,between,5658,0.3458,0.349789466,0.028805815,0.045,0.053170255,0.030506786
27207at155619,T. abietinum,9453,0.0742,0.074853295,0.046584517,0.015,0.029915699,0.042084783
27207at155619,T. fuscoviolaceum,820,0.0068,0.016447073,0.019351894,0.00225,0.00363939,0.004247981
2721at155619,between,5658,0.3936,0.386197561,0.023393105,0.0141,0.014610198,0.001778483
2721at155619,T. abietinum,9453,0.0804,0.088969142,0.05953849,0.0033,0.004165863,0.003226475
2721at155619,T. fuscoviolaceum,820,0.0038,0.033904024,0.040943838,8.00E-04,0.002443293,0.002773583
27255at155619,between,5658,0.1547,0.154028243,0.023801086,0.0218,0.02149286,0.004391819
27255at155619,T. abietinum,9453,0.0377,0.041861451,0.032268782,0.0096,0.008995991,0.005574938
27255at155619,T. fuscoviolaceum,820,0.0548,0.04865878,0.028922349,0.0048,0.005730976,0.004198057
2726at155619,between,5658,0.4552,0.453883086,0.029491014,0.0142,0.014580753,0.00194724
2726at155619,T. abietinum,9453,0.0887,0.101948873,0.050431711,0.0036,0.004530689,0.002917987
2726at155619,T. fuscoviolaceum,820,0.0228,0.075456829,0.074260725,0.0022,0.004697195,0.004459436
27292at155619,between,5658,0.3179,0.329033775,0.029982612,0.0866,0.087132485,0.00416043
27292at155619,T. abietinum,9453,0.0571,0.060852904,0.044412322,0.0161,0.016818449,0.012336494
27292at155619,T. fuscoviolaceum,820,0.0124,0.026418902,0.023807316,0.0087,0.015955732,0.014028009
27296at155619,between,5658,1.2222,0.934168487,0.497821496,0.1055,0.074696448,0.04898961
27296at155619,T. abietinum,9453,0.118,0.395159135,0.501561419,0.0018,0.04032194,0.060823927
27296at155619,T. fuscoviolaceum,820,0.1516,0.684160122,0.718963383,0.0183,0.051431585,0.051413814
27455at155619,between,5658,0.33405,0.334806274,0.040541154,0.0415,0.041303429,0.00273759
27455at155619,T. abietinum,9453,0.1145,0.088368211,0.059166502,0.0077,0.007442674,0.004579636
27455at155619,T. fuscoviolaceum,820,0.1242,0.09233378,0.056722853,0.0056,0.005336463,0.003169339
27528at155619,between,5658,0.3003,0.300467268,0.017074876,0.0034,0.004297243,0.001059214
27528at155619,T. abietinum,9453,0.0932,0.077223337,0.039600312,0.0017,0.001327705,0.001267887
27528at155619,T. fuscoviolaceum,820,0.0183,0.036121341,0.031909181,0,8.29E-05,0.000366418
27636at155619,between,5658,0.3849,0.387368876,0.03629918,0.0093,0.008551626,0.002846195
27636at155619,T. abietinum,9453,0.1311,0.121982619,0.059391536,0.0055,0.004432815,0.002967506
27636at155619,T. fuscoviolaceum,820,0.0134,0.047247439,0.050343895,0,0.000624146,0.00138416
27748at155619,between,5658,0.4428,0.43445509,0.056048692,0.0181,0.020156875,0.012462241
27748at155619,T. abietinum,9453,0.1216,0.10260603,0.051855952,0.0044,0.006082799,0.004491876
27748at155619,T. fuscoviolaceum,820,0.0654,0.110425488,0.109621178,0.0046,0.009497073,0.01917844
27831at155619,between,5658,0.372,0.363369176,0.038798432,0.0335,0.03431391,0.009724511
27831at155619,T. abietinum,9453,0.1234,0.114010928,0.060163485,0.0224,0.021473225,0.01473089
27831at155619,T. fuscoviolaceum,820,0.0157,0.033694268,0.030634136,0.0073,0.01116122,0.008386498
27834at155619,between,5658,0.4056,0.404528438,0.024264863,0.0131,0.013518805,0.000873174
27834at155619,T. abietinum,9453,0.1405,0.129332244,0.072876116,0,0.002878441,0.004521802
27834at155619,T. fuscoviolaceum,820,0.0059,0.006477195,0.006603111,0,0.00139878,0.001795225
2790at155619,between,5658,0.3831,0.418539979,0.232618137,0.005,0.018960781,0.092006682
2790at155619,T. abietinum,9453,0.0746,0.154508971,0.406349069,0.0021,0.029486258,0.130615378
2790at155619,T. fuscoviolaceum,820,0.005,0.043059756,0.049057931,7.00E-04,0.001460732,0.001641843
27942at155619,between,5658,0.3864,0.399711099,0.056377633,0.0404,0.040975857,0.003267146
27942at155619,T. abietinum,9453,0.0949,0.091188046,0.038400971,0.0062,0.006997313,0.00397461
27942at155619,T. fuscoviolaceum,820,0.0387,0.042201585,0.031280148,0.0031,0.00347561,0.002951168
27973at155619,between,5658,0.28335,0.28217439,0.011960122,0.0392,0.038183828,0.00290518
27973at155619,T. abietinum,9453,0.0486,0.043694605,0.031611617,0.0048,0.004471914,0.004219745
27973at155619,T. fuscoviolaceum,820,0.0039,0.014260244,0.016748955,0.0016,0.002169756,0.001963989
27988at155619,between,5658,0.354,0.359116207,0.029898508,0.0214,0.022313273,0.002087908
27988at155619,T. abietinum,9453,0.0318,0.07638757,0.070586526,0.0019,0.00337642,0.003416612
27988at155619,T. fuscoviolaceum,820,0.0168,0.045633659,0.04516918,0,0.001252439,0.001679789
28001at155619,between,5658,0.4354,0.42757561,0.029688675,0.0311,0.031688211,0.00281361
28001at155619,T. abietinum,9453,0.04,0.063585877,0.051364998,0.0059,0.007906368,0.006064294
28001at155619,T. fuscoviolaceum,820,0.0105,0.016536829,0.013174839,0.0015,0.002045122,0.001579142
28157at155619,between,5658,0.2258,0.237648745,0.024275476,0.0178,0.017253164,0.001547429
28157at155619,T. abietinum,9453,0.0298,0.044693335,0.040626356,0.0019,0.002064223,0.001847144
28157at155619,T. fuscoviolaceum,820,0,0.014144634,0.017946695,0,0.000809756,0.00098246
28285at155619,between,5658,0.33645,0.334352156,0.022005865,0.015,0.014648568,0.002891541
28285at155619,T. abietinum,9453,0.1151,0.101353443,0.049374836,0.0119,0.009278811,0.0064024
28285at155619,T. fuscoviolaceum,820,0.065,0.076557561,0.041849161,0,0.002230122,0.004578341
28295at155619,between,5658,0.4265,0.426008024,0.037850081,0.0698,0.076233846,0.025890838
28295at155619,T. abietinum,9453,0.0957,0.094165662,0.055960729,0.0249,0.021827832,0.012117131
28295at155619,T. fuscoviolaceum,820,0.0555,0.064099512,0.049988638,0.017,0.031081829,0.036447217
28302at155619,between,5658,0.4539,0.452754754,0.023068875,0.0376,0.037509244,0.002540707
28302at155619,T. abietinum,9453,0.1236,0.10207679,0.054551085,0.0153,0.012382958,0.00767007
28302at155619,T. fuscoviolaceum,820,0.01,0.026311707,0.025566272,0.0027,0.002120122,0.001893482
28314at155619,between,5658,0.2701,0.272971598,0.02089978,0.0259,0.026381778,0.004495439
28314at155619,T. abietinum,9453,0.0669,0.059156384,0.032163615,0.0084,0.008190373,0.006745328
28314at155619,T. fuscoviolaceum,820,0.0197,0.033190854,0.032397,0.0043,0.005509146,0.004692888
28338at155619,between,5658,0.3734,0.359871651,0.034898072,0.0414,0.043668611,0.005879411
28338at155619,T. abietinum,9453,0.0217,0.047150799,0.045803834,0.007,0.007736729,0.006111683
28338at155619,T. fuscoviolaceum,820,0.0267,0.032175244,0.039177413,0.0052,0.008121341,0.008754805
28387at155619,between,5658,0.2908,0.292101308,0.015722858,0.0186,0.018998109,0.001723109
28387at155619,T. abietinum,9453,0.0467,0.07269507,0.053099102,0.0055,0.005769713,0.003590547
28387at155619,T. fuscoviolaceum,820,0.0041,0.004386951,0.004694258,0.0018,0.001938171,0.001910282
28417at155619,between,5658,0.5101,0.530315924,0.066608832,0.1657,0.17132287,0.043023667
28417at155619,T. abietinum,9453,0.0375,0.070910156,0.065575876,0.0205,0.041288184,0.059012645
28417at155619,T. fuscoviolaceum,820,0.0091,0.112544878,0.134732197,0.0074,0.034987927,0.039284089
28424at155619,between,5658,0.2101,0.210738158,0.031553951,0.0065,0.008084482,0.008325424
28424at155619,T. abietinum,9453,0.0571,0.059340008,0.036158379,0.0022,0.005091664,0.011280927
28424at155619,T. fuscoviolaceum,820,0.005,0.026305366,0.030331957,0.0022,0.001317439,0.001371425
